date,open,high,low,close,adj_close,volume,ticker,arima_1d,prophet_1d,xgb_1d,lstm_1d,arima_5d,prophet_5d,xgb_5d,lstm_5d,meta_pred_5d,confidence,created_at
2/14/2025,241.25,245.5500030517578,240.99000549316406,244.60000610351562,243.76644897460938,40896200,AAPL,,,,,,,,,,,
2/18/2025,244.14999389648438,245.17999267578125,241.83999633789062,244.47000122070312,243.6368865966797,48822500,AAPL,,,,,,,,,,,
2/19/2025,244.66000366210938,246.00999450683594,243.16000366210938,244.8699951171875,244.03550720214844,32204200,AAPL,,,,,,,,,,,
2/20/2025,244.94000244140625,246.77999877929688,244.2899932861328,245.8300018310547,244.99224853515625,32316900,AAPL,,,,,,,,,,,
2/21/2025,245.9499969482422,248.69000244140625,245.22000122070312,245.5500030517578,244.71319580078125,53197400,AAPL,,,,,,,,,,,
2/24/2025,244.92999267578125,248.86000061035156,244.4199981689453,247.10000610351562,246.25791931152344,51326400,AAPL,,,,,,,,,,,
2/25/2025,248,250,244.91000366210938,247.0399932861328,246.1981201171875,48013300,AAPL,,,,,,,,,,,
2/26/2025,244.3300018310547,244.97999572753906,239.1300048828125,240.36000061035156,239.5408935546875,44433600,AAPL,,,,,,,,,,,
2/27/2025,239.41000366210938,242.4600067138672,237.05999755859375,237.3000030517578,236.49131774902344,41153600,AAPL,,,,,,,,,,,
2/28/2025,236.9499969482422,242.08999633789062,230.1999969482422,241.83999633789062,241.01583862304688,56833400,AAPL,,,,,,,,,,,
3/3/2025,241.7899932861328,244.02999877929688,236.11000061035156,238.02999877929688,237.2188262939453,47184000,AAPL,,,,,,,,,,,
3/4/2025,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,235.1259766,53798100,AAPL,,,,,,,,,,,
3/5/2025,235.4199981689453,236.5500030517578,229.22999572753906,235.74000549316406,234.93663024902344,47227600,AAPL,,,,,,,,,,,
3/6/2025,234.44000244140625,237.86000061035156,233.16000366210938,235.3300018310547,234.52804565429688,45170400,AAPL,,,,,,,,,,,
3/7/2025,235.11000061035156,241.3699951171875,234.75999450683594,239.07000732421875,238.2552947998047,46273600,AAPL,,,,,,,,,,,
3/10/2025,235.5399932861328,236.16000366210938,224.22000122070312,227.47999572753906,226.70477294921875,72071200,AAPL,,,,,,,,,,,
3/11/2025,223.80999755859375,225.83999633789062,217.4499969482422,220.83999633789062,220.0874023,76137400,AAPL,,,,,,,,,,,
3/12/2025,220.13999938964844,221.75,214.91000366210938,216.97999572753906,216.2405548095703,62547500,AAPL,,,,,,,,,,,
3/13/2025,215.9499969482422,216.83999633789062,208.4199981689453,209.67999267578125,208.96542358398438,61368300,AAPL,,,,,,,,,,,
3/14/2025,211.25,213.9499969482422,209.5800018310547,213.49000549316406,212.7624512,60107600,AAPL,,,,,,,,,,,
3/17/2025,213.30999755859375,215.22000122070312,209.97000122070312,214,213.2707061767578,48073400,AAPL,,,,,,,,,,,
3/18/2025,214.16000366210938,215.14999389648438,211.49000549316406,212.69000244140625,211.96519470214844,42432400,AAPL,,,,,,,,,,,
3/19/2025,214.22000122070312,218.75999450683594,213.75,215.24000549316406,214.50648498535156,54385400,AAPL,,,,,,,,,,,
3/20/2025,213.99000549316406,217.49000549316406,212.22000122070312,214.10000610351562,213.37039184570312,48862900,AAPL,,,,,,,,,,,
3/21/2025,211.55999755859375,218.83999633789062,211.27999877929688,218.27000427246094,217.5261688232422,94127800,AAPL,,,,,,,,,,,
3/24/2025,221,221.47999572753906,218.5800018310547,220.72999572753906,219.97776794433594,44299500,AAPL,,,,,,,,,,,
3/25/2025,220.77000427246094,224.10000610351562,220.0800018310547,223.75,222.98748779296875,34493600,AAPL,,,,,,,,,,,
3/26/2025,223.50999450683594,225.02000427246094,220.47000122070312,221.52999877929688,220.77505493164062,34466100,AAPL,,,,,,,,,,,
3/27/2025,221.38999938964844,224.99000549316406,220.55999755859375,223.85000610351562,223.08717346191406,37094800,AAPL,,,,,,,,,,,
3/28/2025,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,217.1574249267578,39818600,AAPL,,,,,,,,,,,
3/31/2025,217.00999450683594,225.6199951171875,216.22999572753906,222.1300048828125,221.37301635742188,65299300,AAPL,,,,,,,,,,,
4/1/2025,219.80999755859375,223.67999267578125,218.89999389648438,223.19000244140625,222.4293975830078,36412700,AAPL,,,,,,,,,,,
4/2/2025,221.32000732421875,225.19000244140625,221.02000427246094,223.88999938964844,223.12701416015625,35905900,AAPL,,,,,,,,,,,
4/3/2025,205.5399932861328,207.49000549316406,201.25,203.19000244140625,202.49754333496094,103419000,AAPL,,,,,,,,,,,
4/4/2025,193.88999938964844,199.8800048828125,187.33999633789062,188.3800048828125,187.7380371,125910900,AAPL,,,,,,,,,,,
4/7/2025,177.1999969482422,194.14999389648438,174.6199951171875,181.4600067138672,180.84161376953125,160466300,AAPL,,,,,,,,,,,
4/8/2025,186.6999969482422,190.33999633789062,169.2100067138672,172.4199981689453,171.83241271972656,120859500,AAPL,,,,,,,,,,,
4/9/2025,171.9499969482422,200.61000061035156,171.88999938964844,198.85000610351562,198.1723633,184395900,AAPL,,,,,,,,,,,
4/10/2025,189.07000732421875,194.77999877929688,183,190.4199981689453,189.7710723876953,121880000,AAPL,,,,,,,,,,,
4/11/2025,186.10000610351562,199.5399932861328,186.05999755859375,198.14999389648438,197.4747314453125,87435900,AAPL,,,,,,,,,,,
4/14/2025,211.44000244140625,212.94000244140625,201.16000366210938,202.52000427246094,201.82984924316406,101352900,AAPL,,,,,,,,,,,
4/15/2025,201.86000061035156,203.50999450683594,199.8000030517578,202.13999938964844,201.4511260986328,51343900,AAPL,,,,,,,,,,,
4/16/2025,198.36000061035156,200.6999969482422,192.3699951171875,194.27000427246094,193.6079559326172,59732400,AAPL,,,,,,,,,,,
4/17/2025,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753906,196.3087158203125,52164700,AAPL,,,,,,,,,,,
4/21/2025,193.27000427246094,193.8000030517578,189.80999755859375,193.16000366210938,192.50173950195312,46742500,AAPL,,,,,,,,,,,
4/22/2025,196.1199951171875,201.58999633789062,195.97000122070312,199.74000549316406,199.0593262,52976400,AAPL,,,,,,,,,,,
4/23/2025,206,208,202.8000030517578,204.60000610351562,203.9027557373047,52929200,AAPL,,,,,,,,,,,
4/24/2025,204.88999938964844,208.8300018310547,202.94000244140625,208.3699951171875,207.6599121,47311000,AAPL,,,,,,,,,,,
4/25/2025,206.3699951171875,209.75,206.1999969482422,209.27999877929688,208.56680297851562,38222300,AAPL,,,,,,,,,,,
4/28/2025,210,211.5,207.4600067138672,210.13999938964844,209.4238739013672,38743100,AAPL,,,,,,,,,,,
4/29/2025,208.69000244140625,212.24000549316406,208.3699951171875,211.2100067138672,210.4902344,36827600,AAPL,,,,,,,,,,,
4/30/2025,209.3000030517578,213.5800018310547,206.6699981689453,212.5,211.7758331298828,52286500,AAPL,,,,,,,,,,,
5/1/2025,209.0800018310547,214.55999755859375,208.89999389648438,213.32000732421875,212.59304809570312,57365700,AAPL,,,,,,,,,,,
5/2/2025,206.08999633789062,206.99000549316406,202.16000366210938,205.35000610351562,204.6501922607422,101010600,AAPL,,,,,,,,,,,
5/5/2025,203.10000610351562,204.10000610351562,198.2100067138672,198.88999938964844,198.21221923828125,69018500,AAPL,,,,,,,,,,,
5/6/2025,198.2100067138672,200.64999389648438,197.02000427246094,198.50999450683594,197.8334961,51216500,AAPL,,,,,,,,,,,
5/7/2025,199.1699981689453,199.44000244140625,193.25,196.25,195.58120727539062,68536700,AAPL,,,,,,,,,,,
5/8/2025,197.72000122070312,200.0500030517578,194.67999267578125,197.49000549316406,196.81698608398438,50478900,AAPL,,,,,,,,,,,
5/9/2025,199,200.5399932861328,197.5399932861328,198.52999877929688,197.8534393310547,36453900,AAPL,,,,,,,,,,,
5/12/2025,210.97000122070312,211.27000427246094,206.75,210.7899932861328,210.34713745117188,63775800,AAPL,,,,,,,,,,,
5/13/2025,210.42999267578125,213.39999389648438,209,212.92999267578125,212.48263549804688,51909300,AAPL,,,,,,,,,,,
5/14/2025,212.42999267578125,213.94000244140625,210.5800018310547,212.3300018310547,211.88389587402344,49325800,AAPL,,,,,,,,,,,
5/15/2025,210.9499969482422,212.9600067138672,209.5399932861328,211.4499969482422,211.00575256347656,45029500,AAPL,,,,,,,,,,,
5/16/2025,212.36000061035156,212.57000732421875,209.77000427246094,211.25999450683594,210.81614685058594,54737900,AAPL,,,,,,,,,,,
5/19/2025,207.91000366210938,209.47999572753906,204.25999450683594,208.77999877929688,208.3413543701172,46140500,AAPL,,,,,,,,,,,
5/20/2025,207.6699981689453,208.47000122070312,205.02999877929688,206.86000061035156,206.42539978027344,42496600,AAPL,,,,,,,,,,,
5/21/2025,205.1699981689453,207.0399932861328,200.7100067138672,202.08999633789062,201.6654052734375,59211800,AAPL,,,,,,,,,,,
5/22/2025,200.7100067138672,202.75,199.6999969482422,201.36000061035156,200.9369354248047,46742400,AAPL,,,,,,,,,,,
5/23/2025,193.6699981689453,197.6999969482422,193.4600067138672,195.27000427246094,194.85975646972656,78432900,AAPL,,,,,,,,,,,
5/27/2025,198.3000030517578,200.74000549316406,197.42999267578125,200.2100067138672,199.78936767578125,56288500,AAPL,,,,,,,,,,,
5/28/2025,200.58999633789062,202.72999572753906,199.89999389648438,200.4199981689453,199.99891662597656,45339700,AAPL,,,,,,,,,,,
5/29/2025,203.5800018310547,203.80999755859375,198.50999450683594,199.9499969482422,199.5299072265625,51396800,AAPL,,,,,,,,,,,
5/30/2025,199.3699951171875,201.9600067138672,196.77999877929688,200.85000610351562,200.4280242919922,70819900,AAPL,,,,,,,,,,,
6/2/2025,200.27999877929688,202.1300048828125,200.1199951171875,201.6999969482422,201.27622985839844,35423300,AAPL,,,,,,,,,,,
6/3/2025,201.35000610351562,203.77000427246094,200.9600067138672,203.27000427246094,202.84292602539062,46381600,AAPL,,,,,,,,,,,
6/4/2025,202.91000366210938,206.24000549316406,202.10000610351562,202.82000732421875,202.39389038085938,43604000,AAPL,,,,,,,,,,,
6/5/2025,203.5,204.75,200.14999389648438,200.6300048828125,200.2084961,55126100,AAPL,,,,,,,,,,,
6/6/2025,203,205.6999969482422,202.0500030517578,203.9199981689453,203.49156188964844,46607700,AAPL,,,,,,,,,,,
6/9/2025,204.38999938964844,206,200.02000427246094,201.4499969482422,201.02676391601562,72862600,AAPL,,,,,,,,,,,
6/10/2025,200.60000610351562,204.35000610351562,200.57000732421875,202.6699981689453,202.2441864013672,54672600,AAPL,,,,,,,,,,,
6/11/2025,203.5,204.5,198.41000366210938,198.77999877929688,198.36236572265625,60989900,AAPL,,,,,,,,,,,
6/12/2025,199.0800018310547,199.67999267578125,197.36000061035156,199.1999969482422,198.78147888183594,43904600,AAPL,,,,,,,,,,,
6/13/2025,199.72999572753906,200.3699951171875,195.6999969482422,196.4499969482422,196.03726196289062,51447300,AAPL,,,,,,,,,,,
6/16/2025,197.3000030517578,198.69000244140625,196.55999755859375,198.4199981689453,198.0031280517578,43020700,AAPL,,,,,,,,,,,
6/17/2025,197.1999969482422,198.38999938964844,195.2100067138672,195.63999938964844,195.2289581298828,38856200,AAPL,,,,,,,,,,,
6/18/2025,195.94000244140625,197.57000732421875,195.07000732421875,196.5800018310547,196.16697692871094,45394700,AAPL,,,,,,,,,,,
6/20/2025,198.24000549316406,201.6999969482422,196.86000061035156,201,200.57769775390625,96813500,AAPL,,,,,,,,,,,
6/23/2025,201.6300048828125,202.3000030517578,198.9600067138672,201.5,201.0766602,55814300,AAPL,,,,,,,,,,,
6/24/2025,202.58999633789062,203.44000244140625,200.1999969482422,200.3000030517578,199.87918090820312,54064000,AAPL,,,,,,,,,,,
6/25/2025,201.4499969482422,203.6699981689453,200.6199951171875,201.55999755859375,201.13653564453125,39525700,AAPL,,,,,,,,,,,
6/26/2025,201.42999267578125,202.63999938964844,199.4600067138672,201,200.57769775390625,50799100,AAPL,,,,,,,,,,,
6/27/2025,201.88999938964844,203.22000122070312,200,201.0800018310547,200.65753173828125,73188600,AAPL,,,,,,,,,,,
6/30/2025,202.00999450683594,207.38999938964844,199.25999450683594,205.1699981689453,204.7389373779297,91912800,AAPL,,,,,,,,,,,
7/1/2025,206.6699981689453,210.19000244140625,206.13999938964844,207.82000732421875,207.3833770751953,78788900,AAPL,,,,,,,,,,,
7/2/2025,208.91000366210938,213.33999633789062,208.13999938964844,212.44000244140625,211.99366760253906,67941800,AAPL,,,,,,,,,,,
7/3/2025,212.14999389648438,214.64999389648438,211.80999755859375,213.5500030517578,213.10134887695312,34955800,AAPL,,,,,,,,,,,
7/7/2025,212.67999267578125,216.22999572753906,208.8000030517578,209.9499969482422,209.50889587402344,50229000,AAPL,,,,,,,,,,,
7/8/2025,210.10000610351562,211.42999267578125,208.4499969482422,210.00999450683594,209.5687713623047,42848900,AAPL,,,,,,,,,,,
7/9/2025,209.52999877929688,211.3300018310547,207.22000122070312,211.13999938964844,210.69639587402344,48749400,AAPL,,,,,,,,,,,
7/10/2025,210.50999450683594,213.47999572753906,210.02999877929688,212.41000366210938,211.96372985839844,44443600,AAPL,,,,,,,,,,,
7/11/2025,210.57000732421875,212.1300048828125,209.86000061035156,211.16000366210938,210.7163543701172,39765800,AAPL,,,,,,,,,,,
7/14/2025,209.92999267578125,210.91000366210938,207.5399932861328,208.6199951171875,208.1816864013672,38840100,AAPL,,,,,,,,,,,
7/15/2025,209.22000122070312,211.88999938964844,208.9199981689453,209.11000061035156,208.67066955566406,42296300,AAPL,,,,,,,,,,,
7/16/2025,210.3000030517578,212.39999389648438,208.63999938964844,210.16000366210938,209.71847534179688,47490500,AAPL,,,,,,,,,,,
7/17/2025,210.57000732421875,211.8000030517578,209.58999633789062,210.02000427246094,209.57875061035156,48068100,AAPL,,,,,,,,,,,
7/18/2025,210.8699951171875,211.7899932861328,209.6999969482422,211.17999267578125,210.73631286621094,48974600,AAPL,,,,,,,,,,,
7/21/2025,212.10000610351562,215.77999877929688,211.6300048828125,212.47999572753906,212.0335693359375,51377400,AAPL,,,,,,,,,,,
7/22/2025,213.13999938964844,214.9499969482422,212.22999572753906,214.39999389648438,213.94955444335938,46404100,AAPL,,,,,,,,,,,
7/23/2025,215,215.14999389648438,212.41000366210938,214.14999389648438,213.7000732421875,46989300,AAPL,,,,,,,,,,,
7/24/2025,213.89999389648438,215.69000244140625,213.52999877929688,213.75999450683594,213.31088256835938,46022600,AAPL,,,,,,,,,,,
7/25/2025,214.6999969482422,215.24000549316406,213.39999389648438,213.8800048828125,213.43064880371094,40268800,AAPL,,,,,,,,,,,
7/28/2025,214.02999877929688,214.85000610351562,213.05999755859375,214.0500030517578,213.6002960205078,37858000,AAPL,,,,,,,,,,,
7/29/2025,214.17999267578125,214.80999755859375,210.82000732421875,211.27000427246094,210.8261260986328,51411700,AAPL,,,,,,,,,,,
7/30/2025,211.89999389648438,212.38999938964844,207.72000122070312,209.0500030517578,208.6107940673828,45512500,AAPL,,,,,,,,,,,
7/31/2025,208.49000549316406,209.83999633789062,207.16000366210938,207.57000732421875,207.1339111328125,80698400,AAPL,,,,,,,,,,,
8/1/2025,210.8699951171875,213.5800018310547,201.5,202.3800048828125,201.95481872558594,104434500,AAPL,,,,,,,,,,,
8/4/2025,204.50999450683594,207.8800048828125,201.67999267578125,203.35000610351562,202.9227752685547,75109300,AAPL,,,,,,,,,,,
8/5/2025,203.39999389648438,205.33999633789062,202.16000366210938,202.9199981689453,202.49366760253906,44155100,AAPL,,,,,,,,,,,
8/6/2025,205.6300048828125,215.3800048828125,205.58999633789062,213.25,212.80197143554688,108483100,AAPL,,,,,,,,,,,
8/7/2025,218.8800048828125,220.85000610351562,216.5800018310547,220.02999877929688,219.56771850585938,90224800,AAPL,,,,,,,,,,,
8/8/2025,220.8300018310547,231,219.25,229.35000610351562,228.86814880371094,113854000,AAPL,,,,,,,,,,,
8/11/2025,227.9199981689453,229.55999755859375,224.75999450683594,227.17999267578125,226.95997619628906,61806100,AAPL,,,,,,,,,,,
8/12/2025,228.00999450683594,230.8000030517578,227.07000732421875,229.64999389648438,229.42758178710938,55626200,AAPL,,,,,,,,,,,
8/13/2025,231.07000732421875,235,230.42999267578125,233.3300018310547,233.10403442382812,69878500,AAPL,,,,,,,,,,,
8/14/2025,234.05999755859375,235.1199951171875,230.85000610351562,232.77999877929688,232.5545654296875,51916300,AAPL,,,,,,,,,,,
8/15/2025,234,234.27999877929688,229.33999633789062,231.58999633789062,231.36570739746094,56038700,AAPL,,,,,,,,,,,
8/18/2025,231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,230.66639709472656,37476200,AAPL,,,,,,,,,,,
8/19/2025,231.27999877929688,232.8699951171875,229.35000610351562,230.55999755859375,230.3367156982422,39402600,AAPL,,,,,,,,,,,
8/20/2025,229.97999572753906,230.47000122070312,225.77000427246094,226.00999450683594,225.79110717773438,42263900,AAPL,,,,,,,,,,,
8/21/2025,226.27000427246094,226.52000427246094,223.77999877929688,224.89999389648438,224.68218994140625,30621200,AAPL,,,,,,,,,,,
8/22/2025,226.1699981689453,229.08999633789062,225.41000366210938,227.75999450683594,227.53941345214844,42477800,AAPL,,,,,,,,,,,
8/25/2025,226.47999572753906,229.3000030517578,226.22999572753906,227.16000366210938,226.94000244140625,30983100,AAPL,,,,,,,,,,,
8/26/2025,226.8699951171875,229.49000549316406,224.69000244140625,229.30999755859375,229.08792114257812,54575100,AAPL,,,,,,,,,,,
8/27/2025,228.61000061035156,230.89999389648438,228.25999450683594,230.49000549316406,230.26678466796875,31259500,AAPL,,,,,,,,,,,
8/28/2025,230.82000732421875,233.41000366210938,229.33999633789062,232.55999755859375,232.33477783203125,38074700,AAPL,,,,,,,,,,,
8/29/2025,232.50999450683594,233.3800048828125,231.3699951171875,232.13999938964844,231.91517639160156,39418400,AAPL,,,,,,,,,,,
9/2/2025,229.25,230.85000610351562,226.97000122070312,229.72000122070312,229.49752807617188,44075600,AAPL,,,,,,,,,,,
9/3/2025,237.2100067138672,238.85000610351562,234.36000061035156,238.47000122070312,238.2390594482422,66427800,AAPL,,,,,,,,,,,
9/4/2025,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,239.5477752685547,47549400,AAPL,,,,,,,,,,,
9/5/2025,240,241.32000732421875,238.49000549316406,239.69000244140625,239.45787048339844,54870400,AAPL,,,,,,,,,,,
9/8/2025,239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,237.64962768554688,48999500,AAPL,,,,,,,,,,,
9/9/2025,237,238.77999877929688,233.36000061035156,234.35000610351562,234.1230469,66313900,AAPL,,,,,,,,,,,
9/10/2025,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,226.5703582763672,83440800,AAPL,,,,,,,,,,,
9/11/2025,226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,229.80722045898438,50208600,AAPL,,,,,,,,,,,
9/12/2025,229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,233.84332275390625,55824200,AAPL,,,,,,,,,,,
9/15/2025,237,238.19000244140625,235.02999877929688,236.6999969482422,236.47076416015625,42699500,AAPL,,,,,,,,,,,
9/16/2025,237.17999267578125,241.22000122070312,236.32000732421875,238.14999389648438,237.9193572998047,63421100,AAPL,,,,,,,,,,,
9/17/2025,238.97000122070312,240.10000610351562,237.72999572753906,238.99000549316406,238.75856018066406,46508000,AAPL,,,,,,,,,,,
9/18/2025,239.97000122070312,241.1999969482422,236.64999389648438,237.8800048828125,237.64962768554688,44249600,AAPL,,,,,,,,,,,
9/19/2025,241.22999572753906,246.3000030517578,240.2100067138672,245.5,245.26223754882812,163741300,AAPL,,,,,,,,,,,
9/22/2025,248.3000030517578,256.6400146484375,248.1199951171875,256.0799865722656,255.8319854736328,105517400,AAPL,,,,,,,,,,,
9/23/2025,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,254.1835938,60275200,AAPL,,,,,,,,,,,
9/24/2025,255.22000122070312,255.74000549316406,251.0399932861328,252.30999755859375,252.06564331054688,42303700,AAPL,,,,,,,,,,,
9/25/2025,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,256.6212158203125,55202100,AAPL,,,,,,,,,,,
9/26/2025,254.10000610351562,257.6000061035156,253.77999877929688,255.4600067138672,255.2126007080078,46076300,AAPL,,,,,,,,,,,
9/29/2025,254.55999755859375,255,253.00999450683594,254.42999267578125,254.1835938,40127700,AAPL,,,,,,,,,,,
9/30/2025,254.86000061035156,255.9199981689453,253.11000061035156,254.6300048828125,254.38340759277344,37704300,AAPL,,,,,,,,,,,
10/1/2025,255.0399932861328,258.7900085449219,254.92999267578125,255.4499969482422,255.20260620117188,48713900,AAPL,,,,,,,,,,,
10/2/2025,256.5799865722656,258.17999267578125,254.14999389648438,257.1300048828125,256.8809814453125,42630200,AAPL,,,,,,,,,,,
10/3/2025,254.6699981689453,259.2399902,253.9499969482422,258.0199890136719,257.7701110839844,49155600,AAPL,,,,,,,,,,,
10/6/2025,257.9899902,259.07000732421875,255.0500030517578,256.69000244140625,256.4414063,44664100,AAPL,,,,,,,,,,,
10/7/2025,256.80999755859375,257.3999938964844,255.42999267578125,256.4800109863281,256.23162841796875,31955800,AAPL,,,,,,,,,,,
10/8/2025,256.5199890136719,258.5199890136719,256.1099853515625,258.05999755859375,257.8100891113281,36496900,AAPL,,,,,,,,,,,
10/9/2025,257.80999755859375,258,253.13999938964844,254.0399932861328,253.79396057128906,38322000,AAPL,,,,,,,,,,,
10/10/2025,254.94000244140625,256.3800048828125,244,245.27000427246094,245.0324707,61999100,AAPL,,,,,,,,,,,
10/13/2025,249.3800048828125,249.69000244140625,245.55999755859375,247.66000366210938,247.42015075683594,38142900,AAPL,,,,,,,,,,,
10/14/2025,246.60000610351562,248.85000610351562,244.6999969482422,247.77000427246094,247.53004455566406,35478000,AAPL,,,,,,,,,,,
10/15/2025,249.49000549316406,251.82000732421875,247.47000122070312,249.33999633789062,249.09852600097656,33893600,AAPL,,,,,,,,,,,
10/16/2025,248.25,249.0399932861328,245.1300048828125,247.4499969482422,247.21035766601562,39777000,AAPL,,,,,,,,,,,
10/17/2025,248.02000427246094,253.3800048828125,247.27000427246094,252.2899932861328,252.0456543,49147000,AAPL,,,,,,,,,,,
10/20/2025,255.88999938964844,264.3800048828125,255.6300048828125,262.2399902,261.98602294921875,90483000,AAPL,,,,,,,,,,,
10/21/2025,261.8800048828125,265.2900085449219,261.8299865722656,262.7699890136719,262.5155029296875,46695900,AAPL,,,,,,,,,,,
10/22/2025,262.6499938964844,262.8500061035156,255.42999267578125,258.45001220703125,258.199707,45015300,AAPL,,,,,,,,,,,
10/23/2025,259.94000244140625,260.6199951171875,258.0100098,259.5799865722656,259.3285827636719,32754900,AAPL,,,,,,,,,,,
10/24/2025,261.19000244140625,264.1300048828125,259.17999267578125,262.82000732421875,262.56549072265625,38253700,AAPL,,,,,,,,,,,
10/27/2025,264.8800048828125,269.1199951171875,264.6499938964844,268.80999755859375,268.5496520996094,44888200,AAPL,,,,,,,,,,,
10/28/2025,268.9899902,269.8900146484375,268.1499938964844,269,268.7394714355469,41534800,AAPL,,,,,,,,,,,
10/29/2025,269.2799987792969,271.4100036621094,267.1099853515625,269.70001220703125,269.4388122558594,51086700,AAPL,,,,,,,,,,,
10/30/2025,271.9899902,274.1400146484375,268.4800109863281,271.3999938964844,271.13714599609375,69886500,AAPL,,,,,,,,,,,
10/31/2025,276.9899902,277.32000732421875,269.1600036621094,270.3699951171875,270.1081543,86167100,AAPL,,,,,,,,,,,
11/3/2025,270.4200134277344,270.8500061035156,266.25,269.04998779296875,268.7894287109375,50194600,AAPL,,,,,,,,,,,
11/4/2025,268.3299865722656,271.4899902,267.6199951171875,270.0400085449219,269.7784729003906,49274800,AAPL,,,,,,,,,,,
